,Bedrooms,Bathrooms,Area,Price,Locality
495,3,3,1800,30000,"KrishnaNagar,Yousufguda"
496,3,1,1500,12000,"Bachupally,OuterRingRoad"
497,2,2,1200,12000,Adibatla
498,2,1,1100,10000,"MallaReddyColony,Secunderabad"
499,3,1,1198,36000,"MantriCelestia,Gachibowli,OuterRingRoad"
500,2,2,1500,12000,"BuddhaNagarColony,Boduppal"
501,2,1,850,25000,Mehdipatnam
502,2,1,850,28000,Mehdipatnam
503,2,1,600,15000,
504,3,2,1600,15000,DrA.S.RaoNagar
505,2,1,1300,12000,"Bachupally,OuterRingRoad"
506,3,3,2400,30000,Marredpally
507,3,2,1660,18000,"Boduppal,NH"
508,2,2,1150,14000,Nizampet
509,3,1,1620,15000,"FortView,Hydershakote,Bandlaguda,ChevellaRoad"
510,2,1,850,28000,Mehdipatnam
511,3,2,1400,18000,Nagole
512,2,1,850,30000,Hakimpet-Hyderabad
513,3,1,1375,22000,"QuadriHappyHomesParadise,Amberpet"
514,2,2,1125,19000,Gajularamaram
515,3,1,1675,30000,"Ameerpet,NH"
516,3,2,1600,18000,"Rasoolpura,MahatmaGandhiRoad"
517,3,2,1550,23000,KPHBColony
518,3,1,1834,42000,"Narsingi,OuterRingRoad"
519,3,3,2000,24000,"Pocharam,NH"
520,3,2,1800,14000,"Boduppal,NH"
521,3,2,1600,16000,"Chandanagar,NH"
522,3,2,1400,25000,"RaghavendraColony,NH"
523,3,2,1400,21500,Puppalaguda
524,3,2,1600,41000,"MyHomeAvatar,Narsingi,OuterRingRoad"
525,2,2,1162,30000,"AliensFastTrack,Madhapur"
526,2,3,1461,23000,"KKRsFountainhead,Miyapur,NH"
527,3,3,2358,35000,"PearlCelestial,Kokapet,OuterRingRoad"
528,2,2,1100,12000,militarydairyfarmrd
529,2,1,1150,15000,"SkandaSrinivasam,Isnapur,OuterRingRoad"
530,3,2,1477,19000,"Madinaguda,Hafeezpet,NH"
531,3,2,2260,50000,"GreenGrace,Gachibowli,OuterRingRoad"
532,2,2,1205,22000,"VazhraaNirmaanPushpak,MadhuraNagar-Nizampet"
533,2,2,600,16000,Papulguda
534,2,2,1360,18000,HumayunNagar
535,2,2,1200,23000,"PadmaraoNagar,Hyderabad-KarimnagarHighway"
536,3,1,1200,17000,"NewBowenpally,NH"
537,3,4,1961,45000,"Punjagutta,NH"
538,3,2,1400,25000,"Manikonda,OuterRingRoad"
539,3,2,1300,22000,"ShankaraKranthiApartment,Kavadiguda,NH"
540,3,2,1450,21000,Shaikpet
541,3,1,1711,33000,"ITHeights,KhajaGuda,OuterRingRoad"
542,3,2,1600,25000,"HimayathNagar,NH"
543,3,1,2540,45000,"Narsingi,OuterRingRoad"
544,3,2,1400,17500,"SunCity,Bandlaguda,ChevellaRoad"
545,3,2,1670,25000,"Upparpally,HyderabadExpressway"
546,2,2,1314,30000,"Narsingi,OuterRingRoad"
547,3,2,2150,42000,"TheLegendSomajigudaI,Somajiguda,NH"
548,3,2,1500,35000,ShivamRd
549,2,1,900,26000,Hakimpet-Hyderabad
550,3,2,2200,30000,"Miyapur,NH"
551,3,2,2540,45000,"NCCUrbanOne,Narsingi,OuterRingRoad"
552,3,2,1715,28000,"Habsiguda,NH"
553,2,1,1314,31000,"MyHomeAvatar,Narsingi,OuterRingRoad"
554,2,1,1314,30000,"MyHomeAvatar,Narsingi,OuterRingRoad"
555,2,1,1350,15000,"Bandlaguda,Nagole,SrisailamHighway"
556,4,2,2000,35000,KPHBRoad
557,3,2,1600,22000,Gopanapalli
558,3,2,1530,25000,"KukatpallyHousingBoardColony,NH"
559,2,2,1300,13000,"Ramanthapur,NH"
560,2,2,1300,15000,RahatNagar-Amberpet
561,2,2,1000,14000,"RadhaKrishnaNagar-Attapur,Attapur"
562,3,3,2100,27000,"SMRSartajPlaza,Bowenpally"
563,3,2,1834,34000,"MyHomeAvatar,Narsingi,OuterRingRoad"
564,3,2,1665,20000,Puppalaguda
565,2,3,1135,27000,"JayaNagar,Kukatpally,NH"
566,2,1,1000,11000,Gajularamaram
567,3,1,1350,20000,Attapur
568,3,2,1400,25000,"Ameerpet,NH"
569,3,2,1800,38000,"AparnaSarovar,Nalagantla"
570,2,1,850,28000,Mehdipatnam
571,2,1,1210,15000,"Bachupally,OuterRingRoad"
572,2,1,1500,25000,"BasheerBagh,NH"
573,3,2,1614,16000,Gajularamaram
574,3,1,1650,30000,"SMREmpire,WestMarredpally"
575,3,1,1477,8500,JanapriyaLakefront
576,3,2,1416,16000,Nizampet
577,2,2,1477,13500,"VictoryEstates,Jeedimetla,NH"
578,2,1,870,12500,"VasathiAnandi,Appajunction"
579,2,1,1250,41000,"SMRVinayTechnopolis,Madhapur"
580,2,2,1100,11000,"Pocharam,NH"
581,3,2,1800,18000,Nizampet
582,3,2,1800,24000,"Narsingi,OuterRingRoad"
583,2,2,1150,27000,"MuppasAlankrita,Narsingi,OuterRingRoad"
584,2,2,1080,9000,Gajularamaram
585,4,2,2600,21000,Trimulgherry
586,3,3,1345,19000,"RahejaVistas,Nacharam"
587,2,2,1400,24000,"UshodayaEnclave,Hafeezpet"
588,3,2,1625,16500,Nizampet
589,2,2,1000,7000,Badangpet
590,3,2,1500,26000,"Erragadda,NH"
591,3,2,1625,16500,BandariLayout
592,4,2,2300,50000,"Domalguda,HimayathNagar,NH"
593,3,2,1860,42500,"VajrasJasmineCounty,Gachibowli,OuterRingRoad"
594,3,1,1575,50000,"AdityaEmpressTowers,Shaikpet"
595,3,2,1600,35000,"BanjaraHills,NH"
596,3,3,1435,20000,DrA.S.RaoNagar
597,3,3,1275,20000,Boiguda
598,3,2,2090,41000,"L&TSereneCounty,TelecomNagar,Gachibowli,OuterRingRoad"
599,3,1,2425,45000,"MeenakshiSkyLounge,BikshapathiNagar,Hafeezpet"
600,2,2,1000,22000,HitechCity
601,2,1,1200,25000,Madhapur
602,3,3,1550,28000,"DDColony,Amberpet"
603,3,2,1900,35000,"AdityaImperialHeights,Hafeezpet,NH"
604,2,1,850,10000,Attapur
605,3,2,1400,14000,Attapur
606,2,1,990,12000,Nizampet
607,2,1,1477,13000,PragathiNagar
608,2,1,1100,16000,"Chandanagar,NH"
609,2,2,975,16000,"Lingampally-Serilingampally,NH"
610,1,2,1477,6500,"BanjaraHills,NH"
611,3,3,1900,38000,"LodhaMeridian,KukatpallyHousingBoardColony,NH"
612,3,2,1500,45000,MasabTank
613,1,1,1477,12500,Madhapur
614,2,1,1100,15000,"Madinaguda,Hafeezpet,NH"
615,3,2,1750,23000,"AnjaniTowers,Ameerpet,NH"
616,3,3,1600,25000,Himayatnagar
617,3,3,2000,20000,BandlagudaJagir
618,3,3,1715,21000,MIGHColony-Mehdipatnam
619,3,2,1834,38000,"Narsingi,OuterRingRoad"
620,2,1,1350,16000,"Manikonda,OuterRingRoad"
621,3,1,1560,25000,NewMallepally
622,3,2,1477,30000,Madhapur
623,2,2,1100,18000,"HimayathNagar,NH"
624,3,2,1600,36000,"MyHomeVihanga,Gachibowli,OuterRingRoad"
625,2,2,1025,15400,Begumpet
626,1,2,1477,7000,New
627,3,2,1800,19000,PanjaguttaColony
628,3,3,1800,22000,Attapur
629,3,2,1477,25000,Hitex
630,3,2,2600,41000,"BanjaraHills,NH"
631,2,1,1477,16000,AnjaneyanagarColony
632,2,1,1477,12500,"SanathNagar,NH"
633,3,2,1200,12000,Neredmet
634,3,1,1198,41000,"MantriCelestia,Gachibowli,OuterRingRoad"
635,3,3,1602,30000,"MJRGoldenEnclave,Madhapur"
636,2,1,1125,11000,"LakshmiNagarColony-HanumanNagarColony,Secunderabad"
637,3,2,2000,25000,"Barkatpura,Kachiguda,NH"
638,3,2,2500,48000,"JayabheriOrangeCounty,GachibowliCUC,OuterRingRoad"
639,2,1,1000,15000,"Gachibowli,OuterRingRoad"
640,2,2,1477,13000,Alwal
641,2,1,1477,21000,"RaghavendraColony,NH"
642,3,2,1685,30000,"MyHomesJewel,Miyapur,NH"
643,3,2,1550,28000,"YellaReddyGuda,NH"
644,3,2,1477,8000,"YellaReddyGuda,NH"
645,3,2,2100,30000,"AshokNagar,HimayathNagar"
646,3,2,1100,12000,"Malakpet,NH"
647,3,1,1850,35000,"HimayathNagar,NH"
648,2,1,1100,17500,Kondapur
649,3,2,2500,47000,"MeenakshisRoyalCourt,BanjaraHills,NH"
650,2,2,1040,9500,
651,2,2,1364,28000,"JainsCarltonCreek,Gachibowli,OuterRingRoad"
652,2,2,1050,17000,"ManikondaSociety,Manikonda,OuterRingRoad"
653,3,2,1750,18000,"Manikonda,OuterRingRoad"
654,2,2,1050,20000,"KukatpallyHousingBoardColony,NH"
655,2,2,1100,15000,Chikkadpally
656,2,2,1100,18000,"VasaviResidency,AnandNagar-Khairatabad,NH"
657,1,1,1477,9000,Whitefields
658,2,2,1300,12000,RahatNagar-Amberpet
659,2,1,1300,12000,"OldAlwal,Secunderabad,SiddipetRoad"
660,2,1,1200,11500,"Chandanagar,NH"
661,2,2,1200,15600,"KukatpallyHousingBoardColony,NH"
662,2,2,1477,9000,NewMaruthiNagar
663,3,1,1400,18000,FriendsColony
664,1,1,1477,8300,Vidyanagar
665,2,1,1060,7000,DrA.S.RaoNagar
666,2,2,1100,6500,"Boduppal,NH"
667,2,1,1175,18500,"Manikonda,OuterRingRoad"
668,2,1,1800,11000,"Alkapuri,LBNagar,NH"
669,1,2,1477,7000,Vidyanagar
670,2,2,1100,18000,"Kukatpally,NH"
671,2,2,1477,11000,FairLands
672,2,1,1200,13000,SuchitraCircle
673,2,2,1477,9500,"Uppal,NH"
674,2,2,1200,15000,JubileeHills
675,2,2,600,5500,Nagole
676,3,1,1200,22000,Road#
677,2,2,1477,17000,"VivekanandaNagar,Kukatpally,NH"
678,3,2,1200,13000,"Bachupally,OuterRingRoad"
679,3,2,1525,25000,"Miyapur,NH"
680,2,3,950,15000,Attapur
681,3,2,1665,35000,Kondapur
682,3,2,1575,20000,Kompally
683,2,1,1300,17000,Gachibowliphase
684,2,2,1300,17000,"Gachibowli,OuterRingRoad"
685,2,2,1200,7000,Sangareddy
686,2,1,1050,15000,MasabTank
687,2,2,975,28000,"KattelMandi,Abids"
688,3,2,1521,18000,"Miyapur,NH"
689,2,1,1470,25000,Attapur
690,3,1,1650,30000,"GopalnagarSociety,Hafeezpet"
691,2,2,1360,35000,"Kukatpally,NH"
692,2,1,1138,20000,"GaganMahal,HimayathNagar,NH"
693,2,2,1050,16000,"SaiNagar-Komapally,NH"
694,3,2,1500,15000,"SuryaNagarColony,Secunderabad,MedchalRoad"
695,2,1,1000,7500,Meerpet
696,2,1,1470,25000,Attapur
697,3,2,1477,20000,RajarajeshwariNagar
698,2,2,1220,27000,MasabTank
699,2,2,950,16000,Nizampet
700,2,2,1150,33000,JagruthiColony
701,3,2,2100,50000,"Gachibowli,OuterRingRoad"
702,2,2,1000,20000,Adibatla
703,1,2,1477,9000,Allwyn
704,3,1,1230,35000,"Gachibowli,OuterRingRoad"
705,2,1,1477,25000,FinancialDistrict
706,3,2,1500,37000,KakatiyaHillsmadhapur
707,2,2,910,20500,"OldNallakunta,NewNallakunta"
708,2,2,1300,10000,"SunCity,Bandlaguda,ChevellaRoad"
709,2,1,700,7500,Narapally
710,3,2,1477,8000,Medipally
711,3,1,1477,6500,KPHB
712,2,2,950,6000,BoduppalDwarakanagar
713,2,2,800,7000,Balapur
714,2,1,950,18000,Narayanagudamainroad
715,2,2,1800,15000,FortViewColony
716,3,1,1200,18000,Hyderabad
717,2,1,1000,21000,Begumpet
718,2,2,1519,25000,SuchitraCircle
719,3,2,1700,22000,"DilsukhNagar,NH"
720,3,2,1570,24000,AnjaneyanagarColonymoosapet
721,2,1,1350,20000,GandhiNagar-Boiguda
722,2,2,1250,6000,Karimnagar
723,3,2,1477,8000,"Hafeezpet,NH"
724,3,2,1600,20000,Hyderabad
725,3,2,1500,35000,"AparnaHillparkSilveroaks,Chandanagar,NH"
726,3,2,1440,22000,Mettuguda
727,3,3,1750,27000,"Kaithalapur,Borabanda"
728,2,2,1000,15000,ToliChowki
729,2,1,1700,9000,Hyderabad
730,3,2,1040,15200,ToliChowki
731,3,2,1385,12000,Nagole
732,2,2,900,9000,BandlagudaJagir
733,2,1,950,10000,Sainikpuri
734,3,1,2100,18000,"HyderShahKote,ChevellaRoad"
735,3,1,1350,16000,"RamnagarGundu,Adikmet,NH"
736,2,2,1314,34000,"MyHomeAvatar,Narsingi,OuterRingRoad"
737,3,2,1600,30000,"TanashaNagar,OuterRingRoad"
738,3,2,2000,18500,Bowenpally
739,2,2,1200,20000,SDRoad
740,3,2,1740,15000,"Dullapally,NH"
741,3,2,1800,25000,"Kukatpally,NH"
742,2,2,900,11000,VidyutNagar
743,2,2,1477,8000,Aminpur
744,2,2,1182,25000,Chikkadpally
745,2,2,875,9500,Meerpet
746,1,2,1477,25000,"BanjaraHills,NH"
747,2,2,1300,10000,Attapur
748,3,1,1400,13000,"Tellapur,OuterRingRoad"
749,2,2,1250,27000,"Gachibowli,OuterRingRoad"
750,3,2,1500,15000,"Vanasthalipuram,NH"
751,2,2,750,10000,BandlagudaJagir
752,2,1,750,10000,"HyderShahKote,ChevellaRoad"
753,3,2,1685,38000,"Gachibowli,OuterRingRoad"
754,2,1,1000,20500,"JalvayuTower,GandhiNagar,Kavadiguda,NH"
755,2,2,1200,14000,"Chandanagar,NH"
756,2,1,1477,22000,"RedHills,Lakdikapul,NH"
757,3,2,1500,16000,Nizampet
758,3,2,1740,38000,"FinancialDistrict,NanakramGuda"
759,3,2,1500,20000,BrindavanColony-ToliChowki
760,2,2,1275,30000,"RaghavendraColony,NH"
761,2,2,950,23000,"HimayathNagar,NH"
762,2,2,1150,13000,Nizampet
763,2,2,1200,25000,Kondapur
764,2,1,1000,15000,NewNallakunta
765,3,2,1200,20000,BrindavanColony-ToliChowki
766,2,2,1200,14000,NewNallakunta
767,3,2,1600,26000,"SanjeevaReddyNagar,NH"
768,3,2,1600,17000,"ArvindNagarColony,ToliChowki"
769,2,2,1477,15000,Singapore
770,3,2,1395,15000,Attapur
771,2,2,1258,18000,"Kukatpally,NH"
772,1,2,1477,14000,Kondapur
773,2,2,1000,13000,ToliChowki
774,2,2,1000,15000,Mehdipatnam
775,2,2,200,8500,OUColony
776,3,2,1500,25000,"Manikonda,OuterRingRoad"
777,2,2,1250,16500,Mitapur
778,2,2,1200,15500,NizampetRoad
779,2,3,1000,9000,"Safilguda,Secunderabad"
780,3,1,1750,19500,"HyderNagar,NH"
781,2,2,1050,16500,TulasinagarH.M.Thillsjntukphb
782,3,2,1500,15000,KanchanBagh
783,3,3,1600,27000,"Kukatpally,NH"
784,3,2,1800,44000,Himayatnagar
785,2,2,1205,22000,"Narsingi,OuterRingRoad"
786,3,2,1400,18000,AsifNagar
787,2,2,1314,30000,"Narsingi,OuterRingRoad"
788,3,2,1477,20000,
789,2,1,1050,6000,Sangareddy
790,3,2,1477,20000,Miyapurgroundfloor
791,3,2,1225,15000,FortViewColony
792,3,3,1860,45000,"FinancialDistrict,NanakramGuda"
793,2,2,1000,9000,"SriSaiVarshithResidency,Beeramguda,RamachandraPuram,NH"
794,2,3,1150,19500,Hyderabad
795,3,2,1477,5000,"Quthbullapur,NH"
796,2,1,1000,9000,"Poojithaenclave,Bachupally"
797,3,2,1520,25000,"Hafeezpet,NH"
799,2,1,820,10000,PadmanagarPhase
800,3,2,1500,25000,Attapur
801,3,1,1550,13000,Sainikpuri
802,3,1,1685,37500,"Gachibowli,OuterRingRoad"
803,2,2,800,20000,BanjaraHillsRoadNo
804,2,2,1200,20000,Sahibabad
805,3,1,1700,18000,"MadinaColony,Falaknuma"
806,2,1,1314,29000,"MyHomeAvatar,Puppalaguda,Narsingi,Gachibowli"
807,3,2,1800,20000,TollyChowki
808,2,2,950,16000,HimayatNagar
809,2,2,1200,13500,MehdipatanmPadmanabhaNagar
810,2,2,1000,11000,"MoulaAli,MoulaAliRoad"
811,2,2,1000,12000,"RajendraNagar,OuterRingRoad"
812,3,2,1400,17500,Bandlaguda
813,2,2,1080,13000,BandamKommu
814,3,2,1477,35000,Kondapur
815,2,2,1800,10000,"Beeramguda,RamachandraPuram,NH"
816,2,2,1312,30000,"Narsingi,OuterRingRoad"
817,3,1,1620,22000,"DeepthisriNagar,NH"
818,2,1,975,16000,TollyChowki
819,3,2,1200,15000,Nallakunta
820,3,2,1520,10000,"SaiHomes,Peerzadiguda"
821,2,1,950,18500,"Chintal,NH"
822,3,2,1400,15000,"DefenceColony,Secunderabad"
823,2,3,1400,22000,VinayakNagar
824,2,3,870,15000,"MoulaAli,MoulaAliRoad"
825,3,1,1450,17000,FriendsColony
826,2,2,1200,14000,ToliChowki
827,2,2,800,8500,Meerpet
828,3,2,1870,41000,"Gachibowli,OuterRingRoad"
829,2,2,900,30000,"MythriNagar,Hafeezpet,NH"
830,2,2,1145,13000,"Secunderabad,RashtrapatiROAd"
831,3,3,1950,50000,"BanjaraHills,NH"
832,3,2,1200,25000,"Khairatabad,NH"
833,3,2,1568,25000,Appajunction
834,3,2,1800,35000,"Khairatabad,NH"
835,2,2,1000,6500,Karimnagar
836,2,2,500,8000,rtccrossroad
837,1,2,1477,18000,Gopanapalli
838,2,2,1045,20000,MIGHColony-Mehdipatnam
839,1,1,1477,8700,Santosh
840,2,2,1350,15000,Attapur
841,3,2,2560,38000,Kompally
842,4,1,3000,41000,
843,3,2,1800,41000,"BanjaraHills,NH"
844,3,2,2200,30000,"Manikonda,OuterRingRoad"
845,3,2,1800,37000,"Gachibowli,OuterRingRoad"
846,2,2,1350,15000,"LBNagar,NH"
847,4,2,2400,38000,"Ameerpet,NH"
848,1,2,1477,7500,"Uppal,NH"
849,2,1,1200,12000,"Uppal,NH"
850,2,2,1370,23000,"Kokapet,OuterRingRoad"
851,3,2,1477,20000,Manikonda
852,3,2,1500,18000,"AlkapurTownship,Manikonda,OuterRingRoad"
853,1,2,1477,10000,NalandaNagar
854,3,2,1400,16000,NewNallakunta
855,3,2,1280,35000,"CMCEnclave,Kondapur"
856,2,2,1200,24000,Kondapur
857,2,1,1477,14500,"AarambhTownship,Chandanagar,NH"
858,1,2,1477,9000,"Punjagutta,NH"
859,2,2,1477,13000,Nizampet
860,1,1,1477,7000,Vidyanagar
861,3,1,1750,17000,"Madinaguda,Hafeezpet,NH"
862,2,1,1000,18000,"VenkataRamanaColony,Nagole"
863,3,2,1980,32000,Kondapur
864,1,2,1477,7000,"Ameerpet,NH"
865,2,3,900,16500,Begumpet
866,1,2,1477,6500,Bachupally
867,1,2,1477,7500,"Beeramguda,RamachandraPuram,NH"
868,2,2,1008,10000,"Upparpally,HyderabadExpressway"
869,2,1,1200,26000,"SrinijaGayatriHills,Gachibowli,OuterRingRoad"
870,3,1,1350,15000,Nizampet
871,2,2,1000,11000,"TheLegendVittalwadi,Narayanguda"
872,2,2,1200,30000,"PJanardhanReddyNagar,Gachibowli,OuterRingRoad"
873,2,3,1477,8500,Meerpet
874,3,2,1710,30000,"SaptagiriColony,Kukatpally,NH"
875,2,1,1000,11000,"LBNagar,NH"
876,3,2,1250,23000,"Kukatpally,NH"
877,2,1,1314,30000,"MyHomeAvatar,Narsingi,OuterRingRoad"
878,2,1,1050,15000,MasabTank
879,2,2,1200,18000,Nizampet
880,2,1,1200,12000,"RajivGandhiNagarColony,Nizampet"
881,2,2,1050,14000,"GandhiNagar,Kavadiguda,NH"
882,1,2,1477,6000,Lalaguda
883,2,2,1477,22000,"Yousufguda,NH"
884,3,2,1680,21000,"Narsingi,OuterRingRoad"
885,2,1,1477,8000,Hyderabad
886,2,3,2000,15000,"LBNagar,NH"
887,3,2,1900,25000,"Punjagutta,NH"
888,2,2,1000,10000,SyedNagar
889,2,3,1300,15000,Hyderaguda-Attapur
890,2,2,1160,12000,Gajularamara
891,3,2,1500,26000,SriNagarColony
892,2,2,1250,7000,Ramakrishnapuram-Neredmet
893,2,2,1250,22000,"SrinijaGayatriHills,Gachibowli,OuterRingRoad"
894,2,2,1160,12000,"DilsukhNagar,NH"
895,2,2,1100,9000,Alwal
896,2,2,960,9000,"SriVasaviSivaNagarColony,Secunderabad"
897,2,1,900,5000,MaruthiNagar
898,3,2,1650,19500,Attapur
899,3,2,2000,15000,ECIL
900,2,1,1400,25000,"Manikonda,OuterRingRoad"
901,3,2,1400,20000,"Kukatpally,NH"
902,2,1,890,8500,ChandaNagar
903,3,2,1525,7500,Gajularamaram
904,3,2,2894,50000,"PJanardhanReddyNagar,Gachibowli,OuterRingRoad"
905,2,1,1314,34000,NanakramGuda
906,2,2,1141,23000,Kondapur
907,2,1,850,8500,"MuradNagar,LalDarwaza,FalaknumaRoad"
908,2,2,1477,15000,Attapur
909,2,2,1050,12000,TejaColony
910,1,2,1477,8000,BhagyaNagarColony
911,3,2,1477,15000,PragathiNagar
912,3,1,1477,21000,"Kukatpally,NH"
913,2,2,1400,19000,SuchitraCircle
914,2,2,1115,15000,Hyderabad
915,1,2,1477,22000,"QaderAliApartment,Malakpet,NH"
916,1,2,1477,15000,SriRamnagar-BlockC
917,2,1,1477,20000,"MadhuraNagar,NH"
918,3,2,1600,27000,"AparnaCyberZon,Nallagandla,Serilingampally"
919,3,2,2500,38000,Hyderguda
920,3,1,1477,30000,RainbowVistasRockGardens
921,3,2,1600,35000,"PatrikaNagar,HitechCity"
922,2,2,1150,13500,"AkshayHomes,Nagole"
923,2,2,1120,15000,"Moosarambagh,NH"
924,3,2,1458,10000,"Hayathnagar,NH"
925,2,2,1230,15000,"GiridhariMurari,Appajunction"
926,1,1,1477,9500,Bachupally
927,2,2,1080,12000,DrA.S.RaoNagar
928,3,3,3000,49000,"MountMeru,BanjaraHills,NH"
929,2,2,980,14000,"DurgabaiDeshmukhColony,Amberpet"
930,3,2,1350,20000,Shaikpet
931,3,1,1436,23000,"ShantaSriramSonata,NewNallakunta"
932,3,2,1510,15000,"ARKHomes,Bolarum,MedchalRoad"
933,3,2,1800,23000,"HyderNagar,NH"
934,3,2,2400,22000,OsmanNagar
935,3,3,2000,41000,Begumpet
936,3,3,1440,22000,"OldMalakpet,NH"
937,3,2,1340,16500,Aminpur
938,3,2,950,15000,"GulshanColony,QutubShahiTombs"
939,3,2,2600,35000,"Stonehenge,Appajunction"
940,1,1,1477,12500,Toli
941,3,1,1900,20000,"GulshanColony,QutubShahiTombs"
942,1,1,1477,10500,"Hafeezpet,NH"
943,2,2,1050,16000,Attapur
944,2,2,850,7500,Nagaram
945,3,2,2700,48000,"LancoHills,Manikonda,OuterRingRoad"
946,2,1,850,11000,hydernagar
947,3,3,1900,20000,Nizampet
948,3,2,1200,15000,NewNallakunta
949,3,2,1500,14000,"JanapriyaArcadia,Alwal"
950,2,1,750,12000,"Bachupally,OuterRingRoad"
951,2,2,1215,15000,Aminpur
952,2,2,1245,15000,"NSKBlissMeadows,Madinaguda,Hafeezpet,NH"
953,4,2,2311,45000,"JainsCarltonCreek,Gachibowli,OuterRingRoad"
954,3,1,2240,23000,"Tellapur,OuterRingRoad"
955,2,2,1350,14000,Nizampet
956,3,2,1550,41000,Narayanguda
957,2,2,1300,25000,MotiNagar
958,3,3,2160,36000,"SanathNagar,NH"
959,3,2,1630,16000,"SVBrindavanam,Boduppal,NH"
960,1,1,1477,12000,"Ameerpet,NH"
961,2,2,780,12500,Kothapet
962,2,2,1500,10000,DrA.S.RaoNagar
963,3,2,1650,15000,"Miyapur,NH"
964,3,2,1625,20500,"MayflowerHeights,Mallapur"
965,3,2,1414,25000,"RDBCoconutGrove,Miyapur,NH"
966,2,3,1200,14500,SuchitraCircle
967,2,1,1000,15000,"LangarHouseSouth,HyderabadExpressway"
968,3,2,1335,32000,HitechCity
969,1,1,1477,20000,ChitrapuriColony
970,2,2,1200,32000,"SKWonders,Kondapur"
971,2,2,2200,13000,ToliChowki
972,3,1,1850,20000,Nizampet
973,2,2,1000,9500,Vayupuri
974,3,2,1650,35000,"TheLegend,HimayathNagar,NH"
975,2,1,1000,9000,"Saket,Secunderabad"
976,3,2,1800,16000,"OldMalakpet,NH"
977,3,2,1735,30000,"KeesaraHomes,Domalguda,HimayathNagar,NH"
978,3,2,1500,16000,"Neknampur,Manikonda,OuterRingRoad"
979,2,1,1048,44000,"GolfEdge,GachibowliCUC,OuterRingRoad"
980,3,2,2187,50000,"JainsRaviGayathriHeights,HitechCity"
981,3,2,1600,22000,"Miyapur,NH"
982,2,1,1000,14000,Attapur
983,2,2,1477,15000,ToliChowki
984,1,1,1477,6000,"Ramanthapur,NH"
985,3,2,1698,15000,"Upparpally,HyderabadExpressway"
986,3,2,1800,33000,"AshokNagar,HimayathNagar"
987,2,1,1250,12000,"VenkataSaiEnclave,Nizampet"
988,1,2,1477,12000,Langar
989,4,3,3000,41000,"Kokapet,OuterRingRoad"
990,2,1,1000,12000,OldBowenpally
991,2,1,1000,16000,JawaharNagar-Chikkadpally
992,2,1,1050,18000,"KalyanNagar,NewMalakpet,NH"
993,2,1,1000,11000,"HyderShahKote,ChevellaRoad"
994,2,1,1350,12000,"SunCity,Bandlaguda,ChevellaRoad"
995,3,2,1450,18000,"KukatpallyHousingBoardColony,NH"
996,3,1,1100,14000,ToliChowki
997,1,2,1477,11000,
998,3,2,1755,29000,"SriHemadurgaSivahills,Puppalaguda"
999,2,2,1300,13000,"AshokNagar-RamachandraPuram,NH"
1000,2,2,1477,18000,
1001,1,1,1477,7500,
1002,3,1,1500,22000,"HimaShiva,NewNallakunta"
1003,3,3,2005,45000,"Shanthinikethan,Whitefields"
1004,3,2,1800,26000,"ChitrapuriColony,Manikonda,OuterRingRoad"
1005,3,4,1600,27000,"Barkatpura,Kachiguda,NH"
1006,4,1,2000,23000,"AzizBaghColony,ToliChowki"
1007,3,2,1650,18500,"AmulyaFortune,Miyapur,NH"
1008,2,2,1000,20000,RaviColony
1009,3,2,1453,17000,"AakritiHoneydew,Tellapur,OuterRingRoad"
1010,3,2,1477,8500,Manikonda
1011,1,2,1477,10000,
1012,2,2,700,17000,"Nallagandla,Serilingampally"
1013,2,1,1000,18000,Mehdipatnam
1014,3,1,1400,16000,"PrajapatiElite,Miyapur,NH"
1015,2,2,1125,15000,BandlagudaJagir
1016,2,2,950,10000,"OldMalakpet,NH"
1017,2,2,1100,8000,Aminpur
1018,3,1,1490,30000,"AdityaImperialHeights,Hafeezpet,NH"
1019,2,2,1200,27000,"ShreyaElegance,Manikonda,OuterRingRoad"
1020,2,2,1200,10000,"SunCity,Bandlaguda,ChevellaRoad"
1021,1,1,1477,15000,"RedHills,Lakdikapul,NH"
1022,3,2,2060,20000,"Gachibowli,OuterRingRoad"
1023,3,3,1250,13000,"Upparpally,HyderabadExpressway"
1024,2,2,800,11000,"Nallagandla,Serilingampally"
1025,2,2,800,10000,"RedHills,Lakdikapul,NH"
1026,1,2,1477,7000,Vidyanagar
1027,2,3,1000,8000,"Chaitanyapuri,Kothapet"
1028,2,2,900,10000,"Kukatpally,NH"
1029,1,2,1477,12000,"BanjaraHills,NH"
1030,3,4,1600,20000,"BanjaraHills,NH"
1031,3,2,1715,21000,Mehdipatnam
1032,3,2,2000,15000,"Tellapur,OuterRingRoad"
1033,1,2,1477,7500,
1034,2,2,1000,10000,"Kukatpally,NH"
1035,2,2,1200,15000,SantoshNagar-Mehdipatnam
1036,2,2,1000,11000,"Malakpet,NH"
1037,2,2,1100,14500,"Madinaguda,Hafeezpet,NH"
1038,2,2,1150,7500,Karmanghat
1039,3,2,1550,26000,"BanjaraHills,NH"
1040,1,2,1477,5000,ChattaBazaar
1041,2,2,1477,8000,"Neknampur,Manikonda,OuterRingRoad"
1042,3,2,1375,20000,"Manikonda,OuterRingRoad"
1043,2,2,1000,12000,Nizampet
1044,2,2,950,14000,KalyanNagar-MotiNagar
